raw,conf,x1,y1,x2,y2
(SSm),0.9999110217797129,40,44,172,100
"2,841",0.998509971012991,916,46,1030,96
"1,487",0.999997121150701,1901,46,2019,99
"2,620",0.9999569770946574,610,82,728,134
"1,295",0.693230867719343,1286,89,1405,146
"1,358",0.999994402236576,1492,90,1608,140
"1,353",0.9773526563920337,2107,88,2225,143
"1,238",0.9999942423004239,1696,123,1815,180
"1,224",0.7042707551709849,917,176,1036,231
624,0.5187336206436157,1921,179,2001,223
Net interest income,0.8335352778367111,45,225,445,269
"1,333",0.9603232209113987,610,226,726,276
649,0.9999981417113152,1511,225,1591,269
600,0.9996066725443308,2125,217,2205,261
661,0.8561550378799438,1304,244,1382,292
639,0.9999984858388146,1714,258,1796,306
Non-interest income,0.8786981270745104,41,431,462,480
"1,287",0.8382174513272688,609,444,727,499
"1,617",0.9999772357390128,918,420,1034,470
709,0.9999984858388146,1511,443,1589,487
864,0.9999975911073493,1919,417,2001,461
753,0.645915150642395,2125,437,2205,479
633,0.9999771499638592,1305,455,1385,499
599,0.9999957328192642,1715,459,1795,503
1H24,0.999148428440094,615,597,725,641
1H25,0.9961759448051453,921,597,1031,641
2024,0.8970513343811035,1288,596,1400,640
3024,0.8436853533816583,1492,596,1606,640
4Q24,0.871354877948761,1699,597,1813,641
1Q25,0.9839996695518494,1904,593,2018,641
2025,0.6715680360794067,2108,596,2222,640
YoY,0.986362358872632,42,640,130,688
%),0.7945336342203271,149,645,201,687
Total income,0.997165780745556,37,721,303,765
21,1.0,639,723,691,765
8,1.0,964,726,994,764
19,0.5748345738387052,1323,723,1375,767
19,0.9257322686313711,1523,723,1577,767
10,0.9999989041821146,1731,725,1785,767
12,0.9991495715687582,1939,725,1993,767
5,0.9999957084701805,2152,728,2182,766
Non-interest income,0.9998995539281945,39,779,461,829
46,1.0,641,791,695,833
26,0.9999996628252286,949,789,1005,833
44,0.9998335817590657,1321,795,1377,835
52,0.9999939308592087,1523,793,1577,837
36,0.9999996628252286,1729,793,1785,837
32,0.670917943040496,1937,793,1993,837
19,0.8012585043907166,2136,790,2194,838
(SSbn),0.9979057070070094,40,888,184,944
AUM,0.9999712309900008,44,956,146,1004
396,0.9999993117448777,629,963,707,1007
442,0.9999984502792358,939,963,1017,1005
396,0.5270327925682068,1310,960,1392,1008
401,0.9999996558724309,1513,963,1587,1007
426,0.9999996558724309,1717,963,1797,1007
432,0.9999997246979434,1927,963,2007,1007
442,0.9999996558724309,2127,963,2205,1005
Earning assets,0.9995517226017592,39,1015,355,1080
447,0.7967168688774109,629,1033,705,1075
493,0.9999995870469189,936,1030,1018,1078
447,0.5391443371772766,1311,1033,1389,1075
452,0.9999972469798912,1511,1033,1591,1075
477,0.9999997246979434,1717,1033,1795,1075
483,0.9999999311744849,1927,1031,2007,1075
493,1.0,2125,1031,2205,1075
