raw,conf,x1,y1,x2,y2
Constant-currency change YoY%:,0.9456789333174506,22,21,716,84
Impact on earnings:,0.7942595847229827,1481,29,1898,84
positive,0.7932396681033719,1963,23,2138,86
-1%,0.9658596088141898,369,101,453,145
+25%,0.9963152408599854,589,101,709,145
+17%,0.9978581070899963,829,101,949,145
+4%,0.9900447213127704,1091,101,1187,145
negative,0.5787472444445485,1965,79,2148,136
34,0.9999994942378553,861,177,919,221
10,0.9999866816218473,1111,169,1177,211
'11,0.5203531975478721,1347,167,1439,209
24,1.0,1595,173,1651,215
94,0.9999994942378553,616,228,676,276
27,0.49251990165841164,373,261,427,303
871,0.9999988987918347,2071,345,2149,389
800,0.9999651743704464,117,375,197,419
1H24 Net,0.9770010607414468,63,545,253,589
Net interest,0.9398294191380461,280,542,525,591
Fee,0.999996902852449,601,545,681,589
Other,0.997017124326626,829,545,953,589
Expenses,0.9999963753683071,1030,542,1239,602
GP,0.9846384216493852,1345,545,1413,587
SP,0.9999376232340226,1591,545,1655,587
Tax and,0.9989237510128358,1785,545,1951,589
1H25 Net,0.9887967451534159,2017,545,2209,589
profit,0.985130968174396,95,593,220,649
income,0.9989994401865955,323,597,481,641
income,0.9997086034720492,565,595,726,643
income,0.9999221321367604,809,595,970,643
others,0.9816565962442857,1797,597,1937,639
profit,0.9999981993210549,2051,593,2176,649
