raw,conf,x1,y1,x2,y2
(SSm),0.9998658125955353,162,18,294,74
1024,0.6338089213284701,916,13,1039,76
QoQ %,0.5376357523723969,1112,20,1266,72
Total income,0.9552195626923397,165,89,433,133
record,0.9999948412962109,748,76,872,116
"5,557",0.9990412357688868,920,90,1034,138
11,0.9999010406339028,1163,91,1211,133
Commercial book total income up 9% led by record,0.5295578271393526,1360,74,2408,128
Commercial book,0.9887327587683735,189,143,558,193
"5,311",0.9929879757502355,920,146,1032,196
9,0.9999995231628986,1174,150,1204,186
fee and treasury customer sales,0.8442987889329102,1356,127,2020,184
Markets_trading_,0.8037294186804617,191,195,517,258
246,0.9999998623489704,939,203,1017,245
>100,0.8931503295898438,1135,203,1241,247
Commercial book NIM rises 2bp,0.7273070746422109,1359,196,2018,253
Expenses,0.9974606201121144,167,259,372,314
"2,079",0.9999351723417326,916,256,1037,311
(6),0.9992808080216827,1162,258,1224,314
Markets trading income more than doubles,0.8234300024379791,1360,265,2240,322
Profit before allowances,0.8965297166006337,167,316,667,361
record,0.9999708970455993,747,303,874,348
"3,478",0.603504486378649,918,314,1037,367
24,0.999965724972021,1159,317,1217,361
Expenses down 6% due partly to non-recurring items,0.5939416444747526,1359,337,2448,393
Allowances,0.9999776076656333,165,371,408,422
135,0.9999984858388146,939,375,1019,417
(5),0.9885595435761083,1158,374,1220,428
in the previous quarter,0.9160871485014871,1357,386,1834,448
record,0.9999876385677076,749,415,873,455
Net profit,0.9808607388916465,166,427,367,483
"2,956",0.9999910435767463,918,430,1036,480
24,0.9999996628252286,1161,431,1217,475
Allowances decline from lower SP,0.7755613645493863,1361,460,2060,510
Reported net profit,0.9998962748255045,166,489,561,543
"2,951",0.9999914700733065,918,490,1032,542
30,0.9141528966151052,1161,493,1217,535
Impact on earnings:,0.997766503933969,1569,555,1984,609
positive,0.8848626369080251,2049,552,2222,612
+0%,0.9956768092574185,459,611,555,655
+20%,0.9916293868686987,673,611,793,655
+59%,0.9990199208259583,885,611,1005,655
+118%,0.9569776403122079,1096,608,1238,656
-6%,0.9816186428043291,1345,611,1429,655
negative,0.6720331133325832,2052,610,2232,662
"2,956",0.6696845493435617,2206,668,2324,720
"2,393",0.9957216698841761,216,704,337,759
133,0.9995388144713767,1123,715,1203,759
126,0.9999932551025371,1345,703,1425,747
19,0.7711582514610649,1579,699,1633,743
26,0.9999973026027609,1797,697,1853,741
120,0.9841278791427612,2007,703,2087,745
Citi,0.9998708367347717,2359,717,2425,753
Citi,0.9995622038841248,1,727,69,767
231,0.9999972469798912,901,731,979,775
integration,0.9999185151395983,0,770,196,818
10,0.9999949423819248,473,757,529,801
176,0.5015988945960999,681,749,761,793
integration,0.9999681542096673,2356,756,2552,804
(124),0.942561280217432,222,778,334,830
and CSR,0.8338412543847322,1,813,159,853
"2,951",0.9999975476469553,2207,836,2321,886
"2,269",0.9999950952932005,220,860,338,912
4Q23 net,0.7009762428240466,191,1005,369,1047
Net,0.9999532676213324,465,1005,539,1047
Fee,0.9999995182214076,679,1005,755,1047
Treasury,0.8615738474903286,854,1001,1033,1057
Markets,0.9999987834641009,1084,1005,1242,1047
Expenses,0.9999975554815488,1291,1003,1488,1056
GP,0.9707102946859401,1573,1005,1637,1045
SP,0.9998826651900451,1795,1005,1855,1045
Tax and,0.9410492379678915,1969,1005,2125,1047
1Q24 net,0.9103013467609112,2181,1005,2359,1047
profit,0.9999787811423466,221,1048,340,1103
interest,0.9997796890982412,423,1053,579,1095
income,0.999348642006706,647,1053,795,1095
customer,0.9999779992448303,847,1053,1039,1095
trading,0.6478577952899081,1085,1044,1239,1106
others,0.9995901077395704,1981,1053,2111,1095
profit,0.9999873952320816,2209,1048,2328,1103
income,0.9998495514357925,425,1101,575,1143
sales &,0.8808729406069897,867,1101,1017,1145
income,0.9997773916249604,1089,1101,1237,1143
DRC,0.9684356185067968,193,1155,361,1210
other income,0.9997321301994727,813,1149,1073,1191
