raw,conf,x1,y1,x2,y2
(SSbn),0.998904711907595,60,38,206,94
442,0.9999997935234566,415,129,495,171
Others,0.9999865279646851,65,177,209,221
CBG,0.9999256688134786,64,300,168,348
7,0.34201342422963776,175,313,189,337
WM,0.9998243364547515,195,303,279,345
132,0.9999743969521784,415,299,495,343
+7,0.9999655240519858,1583,303,1635,339
In constant-currency terms,0.7449093220743005,1794,289,2351,340
+6,0.999774268942217,781,339,837,379
Non-trade corporate loans,0.7729133036276697,1840,378,2381,434
up 3% QoQ driven by,0.8283792776832904,1840,432,2280,488
+3,0.9998091644037069,1383,501,1439,541
broad-based growth,0.9998093915815269,1837,486,2260,546
+7,0.9998952245423502,781,557,835,597
+3,0.9999270024387655,1181,547,1237,589
across regions and,0.7696965930493972,1838,545,2239,602
+8,0.8198033653936074,1583,573,1639,617
industries,0.9999882761037038,1838,602,2052,650
Other,0.9999678527939655,65,629,187,673
262,0.9999956639937885,413,653,495,697
+1,0.9999224506794843,1185,649,1235,687
IBG,0.9999150009724538,63,679,147,723
+4,0.9999951109690732,1383,673,1437,711
+3,0.8658043628249066,981,697,1037,737
+2,0.9999050866164791,1183,711,1239,751
Trade loans 1% lower;,0.9199581919811305,1838,690,2293,744
+1,0.9999869345019613,783,747,831,783
consumer loans little,0.9101265846068853,1837,747,2273,796
1,0.9995817383478176,1407,799,1425,829
changed,0.9052343464457672,1836,802,2027,862
-4,0.9876324425579378,987,875,1031,911
Trade,0.9999886978452819,63,927,185,969
44,0.9999996628252286,425,927,483,971
As at Mar 25,0.9881277504945827,327,1007,585,1051
1Q24,0.5771776068867761,750,998,866,1046
2024,0.8874322175979614,950,998,1066,1046
3024,0.5967844177671119,1152,998,1268,1046
4Q24,0.916506290435791,1352,998,1468,1046
1Q25,0.7817677855491638,1554,998,1668,1046
