raw,conf,x1,y1,x2,y2
(SSm),0.9998263609876716,33,31,167,91
"1,503",0.8609430467161249,2018,17,2137,74
16,0.9999998314126102,2051,91,2105,133
"1,271",0.7570356671963525,650,124,762,174
"1,264",0.9999934426196176,992,126,1110,178
"1,315",0.9258697573354787,1333,105,1452,158
"1,236",0.8117510844561404,1674,137,1795,194
Investment banking,0.7808627254812771,33,183,448,244
18,0.9999994942378553,681,193,735,235
19,0.8280989752035168,1023,195,1077,237
31,0.9961041863337824,1365,179,1413,217
33,0.9962699709537922,1707,211,1763,253
724,0.9989304542541504,2037,251,2119,293
Wealth management,0.9999391372223037,36,311,462,367
536,0.6914474964141846,667,311,747,355
518,0.9999934615788997,1011,313,1089,357
609,0.9999924291971442,1353,315,1433,359
520,0.9999984858388146,1695,331,1775,375
Loan-related,0.6943812831659628,37,471,298,515
185,0.7717732191085815,667,469,747,513
186,0.9999985546643163,1011,465,1091,509
146,0.9999946316117284,1353,479,1433,523
127,0.9999965587250227,1695,471,1773,515
227,0.9999999311744849,2037,459,2115,501
Cards,0.7664941433604927,35,573,165,621
301,0.9953790307044983,667,577,743,621
313,0.9999933927534448,1009,575,1089,619
302,0.999999449395897,1353,577,1433,621
324,0.5800450444221497,1695,571,1775,615
297,1.0,2037,573,2115,617
Transaction services,0.9597408593820119,37,692,464,737
231,0.9975674748420715,667,693,743,737
228,0.9999998623489704,1009,693,1089,737
227,0.9292603731155396,1353,695,1431,737
232,0.9991440773010254,1695,691,1775,735
239,0.9419465065002441,2037,691,2117,735
1Q24,0.6280219554901123,650,782,764,830
2024,0.8836390972137451,992,782,1108,830
3024,0.9302387833595276,1334,782,1450,830
4Q24,0.8107641339302063,1678,782,1794,830
1025,0.6413731575012207,2020,782,2136,830
YoY (%,0.8633699094012479,32,836,186,886
Total,0.9999763294322741,37,905,143,949
26,0.9999994942378553,679,911,735,953
27,0.9957983543658526,1021,911,1075,953
25,0.9999998314126102,1363,911,1421,953
16,1.0,1709,911,1763,953
18,0.9999989884757856,2051,911,2105,953
Wealth management,0.7265181747034292,36,979,460,1035
47,1.0,681,987,733,1027
37,0.5167509317398071,1023,985,1075,1027
55,0.999996628253784,1365,985,1421,1027
41,0.999998651301114,1707,985,1759,1025
35,0.9999980612455189,2049,985,2105,1027
