raw,conf,x1,y1,x2,y2
(SSm),0.9999499931823479,158,28,290,84
1025,0.8132205733337073,881,28,998,84
QoQ %,0.5694298158408597,1076,32,1228,82
Total income,0.9730962161391589,160,90,427,135
record,0.9999896825864407,709,79,833,119
"5,905",0.5689537573553936,882,92,1000,142
"Commercial book net interest income declines,",0.7155902322853296,1356,114,2322,168
Commercial book,0.8322351053726489,183,151,552,203
"5,542",0.9999917366336456,881,151,998,202
4,0.9999986886982448,1136,158,1166,192
lower NIM mitigated by balance sheet growth,0.8738502576588245,1354,169,2279,226
Markets trading,0.7125449400666125,186,205,511,262
363,0.9999993117448777,901,213,979,257
>100,0.9203599095344543,1097,213,1203,257
Fee income growth led by wealth management and,0.7542843947545652,1355,237,2398,297
Expenses,0.7658778390598693,161,271,368,325
"2,214",0.7494456796459549,882,271,1000,321
(8),0.8806747198104858,1124,272,1186,326
loan-related fees; treasury customer sales up 32%,0.8472137365211574,1354,294,2384,348
Profit before allowances,0.7316379301521533,161,330,663,375
record,0.9999876385677076,708,326,833,368
"3,691",0.9999926962507971,880,327,996,384
19,0.47571123240637864,1122,330,1180,378
Markets trading income more than doubles,0.8394831485544177,1355,358,2239,421
Allowances,0.9999305224968354,163,389,402,441
325,0.9999990364428464,901,393,981,437
56,0.9999989884757856,1123,393,1179,437
Profit before tax,0.7427079086712594,160,446,498,494
record,0.9999909479309003,707,442,834,486
"3,437",0.7071832215932139,882,452,998,502
16,0.9999993256504904,1123,453,1179,497
Expenses &% lower partly due to non-recurring,0.7515482571219712,1356,432,2323,492
Net profit,0.9286876063706091,162,507,362,563
"2,897",0.9999958949738508,880,508,999,565
10,0.9999978083645809,1125,513,1179,557
items in previous quarter,0.8570936570009688,1353,482,1880,544
Impact on earnings:,0.828334850325705,1566,580,1982,632
positive,0.944692237092203,2045,576,2220,636
3%,0.8053930358682553,463,635,547,679
+32%,0.9947918057441711,669,635,789,679
+0%,0.9996318613978471,895,635,989,679
+130%,0.9994025111755791,1093,635,1235,679
-8%,0.972512269502757,1341,635,1425,679
negative,0.6409460931242447,2047,630,2230,687
"2,622",0.9999777155484234,218,714,334,764
205,0.9999991052683532,1119,745,1201,789
181,0.9996756323947519,1340,726,1420,774
225,0.999999449395897,1561,731,1643,775
109,0.9679256677627563,1783,735,1863,779
190,0.9865370988845825,2003,739,2083,783
One-time,0.922885068066717,0,773,179,817
(T0u),0.13781261050403876,220,782,332,832
112,0.9999117662107687,459,775,537,819
307,0.9999993117448777,677,767,757,811
items,0.7424707032925846,29,823,143,865
"2,522",0.6974247762901401,218,880,336,930
"2,897",0.9999934959316737,2204,864,2323,919
4Q24 net,0.9322259957871715,187,1027,367,1071
Net,0.9999933927534448,463,1029,535,1071
Fee,0.9999880790710449,675,1029,751,1071
Treasury,0.7210445499151162,850,1025,1031,1081
Markets,0.9999988285209945,1082,1028,1238,1070
Expenses,0.9999948580790059,1287,1027,1484,1081
GP,0.999965724972021,1571,1029,1633,1069
SP,0.9997684530666506,1791,1029,1853,1069
Tax and,0.6473478922455618,1965,1029,2121,1071
1Q25 net,0.9913055385903472,2177,1027,2355,1071
profit,0.9999952792995951,217,1073,336,1127
interest,0.9999669987920587,419,1077,575,1119
income,0.9421749137797227,643,1077,793,1119
customer,0.99998596505865,845,1077,1035,1119
trading,0.9999955844229748,1081,1067,1236,1130
others,0.952152058542457,1979,1077,2109,1119
profit,0.9999929432810475,2205,1073,2324,1127
income,0.9998520498946132,423,1126,571,1166
sales &,0.8751639450184409,863,1125,1013,1169
income,0.9999274125216556,1085,1125,1235,1167
other income,0.9346469975836724,809,1173,1069,1215
DBS,0.9956955189579142,189,1175,357,1259
Commercial book,0.9417841932217409,573,1245,922,1294
