raw,conf,x1,y1,x2,y2
(SSbn),0.9989529525116068,12,8,158,64
576,0.9999987611408254,345,13,425,57
+7,0.9998985118972277,745,107,797,143
+18,0.9999476239665379,1529,93,1609,137
In,0.990964171056492,1736,178,1776,210
constant-currencY terms,0.9022657299478548,1779,166,2291,218
+5,0.9999974711900259,1541,199,1597,243
FD and,0.8691969394319401,14,221,169,270
others,0.9791059717109817,15,277,153,321
273,0.9917008280754089,345,247,425,291
+10,0.999989400878152,1129,271,1211,315
1Q deposit growth led by,0.845374952926397,1780,256,2300,312
+14,0.9999638666918695,731,331,811,373
+4,0.9510268390649508,1543,309,1597,347
SGD and FCY Casa,0.9992790800947255,1778,310,2179,361
+1,0.9999270024387655,1145,341,1195,381
inflows; Casa ratio at 53%,0.9948685880583206,1776,366,2316,420
+3,0.999836052695868,943,393,999,433
+1,0.9998202905678795,1343,409,1393,447
+10,0.999995182215476,1131,465,1211,509
+9,0.9998282137675036,1543,471,1597,511
SGD Casa growth,0.8115926411485096,1778,454,2149,511
FCY Casa,0.9131155491819473,14,524,223,578
124,0.9999913279900958,345,519,425,563
+5,0.9999850800482271,943,497,999,541
+5,0.9999765664326473,1343,521,1399,561
accelerates to Sgbn,0.952132361142803,1778,510,2184,562
+3,0.9999542288293288,743,547,799,589
+1,0.9991451160976198,945,575,995,611
-3,0.8653103467126734,949,629,993,669
22,0.6716306910971314,1347,615,1393,655
22,0.8066091121019163,1347,671,1393,711
SGD Casa,0.9053925482667721,14,724,230,772
179,0.9781103134155273,345,729,425,773
-11,0.996996921666825,739,721,799,759
As at Mar 25,0.9981107631794028,257,893,515,937
1Q24,0.5703643560409546,714,890,830,938
2024,0.9218597412109375,912,890,1028,938
3024,0.9637971520423889,1112,890,1228,938
4Q24,0.5305127502935629,1312,890,1428,938
1Q25,0.530923068523407,1512,890,1626,938
Constant-currency change,0.8904102838018334,915,982,1466,1030
