raw,conf,x1,y1,x2,y2
(SSm),0.9988438500409651,32,27,167,89
"1,487",0.9998635356710481,2034,32,2151,87
"1,325",0.8158574806763048,666,70,784,122
"1,358",0.42612384919894436,1350,76,1468,126
"1,295",0.9999900306473299,1010,96,1126,148
"1,238",0.9927609690411768,1692,114,1808,166
624,0.9829126000404358,2053,165,2133,209
Net interest income,0.9767484502752204,38,228,442,277
672,0.9999977975838318,685,225,765,269
661,0.9999930486261803,1027,233,1103,277
649,0.9999996558724309,1369,211,1449,255
639,0.9999989676173402,1711,247,1789,291
864,0.9999984170133134,2051,405,2133,449
Non-interest income,0.8606350585785973,39,437,457,481
654,0.9999730204467188,685,439,765,483
633,0.7674916982650757,1027,443,1107,485
709,0.9999991052683532,1369,429,1449,473
599,0.9999891944019018,1711,447,1791,491
1024,0.6124178650524095,668,582,782,630
2024,0.6130697023799722,1010,582,1124,630
3024,0.800095786413232,1352,582,1466,630
4Q24,0.8940366506576538,1692,582,1808,630
1Q25,0.5487966367500757,2036,582,2150,630
YoY (%,0.7657075397679282,37,629,191,673
Total income,0.9988611403456918,30,706,298,754
23,1.0,697,711,753,755
19,0.9219955313708189,1039,711,1095,755
19,0.9852449855138623,1381,711,1435,755
10,0.9999978083645809,1725,711,1779,755
12,0.9999951109690732,2065,711,2119,753
Non-interest income,0.9525169351480306,37,769,455,813
48,0.9994469386522975,697,781,753,823
44,0.9999998314126102,1039,781,1095,823
52,0.9999984827137908,1381,781,1437,823
36,0.9999996628252286,1723,781,1779,823
32,0.9999764617108438,2065,779,2119,823
(SSbn),0.99835523832914,34,874,180,930
AUM,0.9999712309900008,39,945,139,989
382,0.9993811249732971,686,942,768,990
396,0.9999993117448777,1022,942,1104,990
401,0.9999998623489704,1365,945,1439,989
426,0.9999997935234566,1705,945,1785,989
432,0.9999997246979434,2057,945,2137,989
Earning assets,0.8146954669106297,35,1006,349,1067
433,0.524148166179657,687,1013,765,1057
447,1.0,1023,1015,1101,1057
452,0.9999964898995394,1363,1015,1443,1057
477,0.9999997246979434,1705,1015,1783,1057
483,0.9999999311744849,2057,1013,2137,1057
