raw,conf,x1,y1,x2,y2
Net interest margin (%),0.8212786036635874,78,48,550,96
2.77,0.9965896363656568,715,99,805,141
2.83,0.9999932050704956,1043,83,1133,127
2.83,0.5581276474125063,1371,83,1463,127
2.77,0.705827905824691,1699,99,1789,141
2.68,0.99994957447052,2027,117,2119,161
Commercial book,0.955788626973668,75,159,444,208
Group,0.9967055328682982,74,280,214,337
2.14,0.9999807476997375,715,339,807,381
2.14,0.999982476234436,1043,339,1135,381
2.11,0.7532180513959961,1371,345,1457,387
2.15,0.6648594925031461,1699,335,1791,379
2.12,0.7948509423421979,2027,341,2119,385
Net interest,0.7896952278721877,76,450,322,498
"3,594",0.9992709087642488,1042,476,1160,528
"3,597",0.45073289916152165,1367,474,1483,524
"3,728",0.7586167723963282,1696,468,1812,522
"3,681",0.9999990403836757,2022,482,2134,534
income (SSm),0.9057002644142945,76,496,365,552
"3,505",0.9999711581507927,714,488,833,543
"3,647",0.9999940290522162,712,744,833,801
"3,769",0.9999969079025659,1042,740,1160,794
"3,796",0.6079976252397442,1368,738,1486,790
"3,831",0.5931746251815914,1694,738,1808,788
"3,719",0.9250489397921147,2020,744,2138,796
Commercial book,0.7746597401213129,76,766,444,814
-142,0.7651145824881309,725,971,821,1013
-175,0.7039523235087793,1053,973,1149,1015
-199,0.8412995951581179,1379,973,1473,1017
-103,0.9221059013136927,1705,969,1799,1011
38,0.5258800548362247,2059,965,2113,1007
Markets trading,0.9904046147444665,75,998,404,1058
1Q24,0.9473385810852051,718,1058,832,1106
2024,0.9200721383094788,1042,1058,1158,1106
3024,0.9442400932312012,1368,1058,1484,1106
4Q24,0.6767631520756828,1696,1058,1810,1106
1025,0.45404273481332025,2022,1058,2138,1106
DBS,0.9881284832954407,100,1080,266,1160
