raw,conf,x1,y1,x2,y2
M,0.9966896795240245,336,40,402,66
A,0.999375202527645,449,35,531,71
M,0.8636143507491312,562,28,656,76
J,0.9757768700210931,672,26,768,80
J  A,0.7310251034718654,790,28,938,80
S,0.3275154385432053,1020,40,1048,66
0,0.9999771119473735,1134,40,1192,64
N,0.9998254852146147,1244,40,1276,66
30,0.9999913279900958,74,84,108,112
20,0.9999905591189865,74,188,106,214
10,0.9999915706407035,76,292,106,318
(10),0.7364323137769724,58,502,110,532
(20),0.9971044063568115,58,606,110,636
(30),0.9998663663864136,58,710,110,740
(40),0.9999189376831055,58,816,108,844
Backtesting profit and loss (in SGD million),0.7971284542392845,196,854,592,884
VaR at 99% confidence interval (in SGD million),0.79310912623744,690,854,1126,882
Exception,0.9999942779459161,1226,858,1322,884
