raw,conf,x1,y1,x2,y2
The proportion of,0.9987967668423958,18,46,204,77
Independence,0.8248742595900207,444,40,610,70
Gender Diversity,0.9972665788706518,873,35,1069,71
Independent Non-Executive,0.8306695495455286,16,78,304,110
Directors has increased from,0.9051606463031399,18,109,316,137
60% to 70% in 2023,0.804722097071829,18,140,226,168
10%,0.95657585804018,468,140,516,164
20%,0.9587712296820227,870,160,920,184
Independent Non-,0.7913064415280564,47,199,222,228
20%,0.9776446860729923,390,212,440,236
Executive Directors,0.7694455925984567,50,224,231,248
Non-Independent &,0.9999611959572562,49,254,236,285
Non-Executive Directors,0.9989889081825352,50,280,278,304
(including Chairman),0.922291986823965,47,300,245,330
Executive,0.9999958276705136,50,336,142,360
70%,0.9930402447428419,590,334,638,358
Male Directors,0.999946996030406,1200,330,1340,354
80%,0.9736204974326271,1024,344,1072,368
Director/ CEO,0.8272128432205118,48,358,180,382
Female Directors,0.9998202049198313,1198,357,1361,382
Length of tenure,0.9100422933258532,306,482,500,514
International experience,0.774116254263772,917,476,1205,512
No. of Directors,0.7531534669862346,312,512,494,538
No. of Directors,0.5919881551440731,972,510,1154,536
0 - 3 years,0.7680360012792011,58,810,156,834
3 - 6 years,0.9719036829601218,214,810,314,834
6 - 8 years,0.6996166746202812,374,808,470,834
> 9 years,0.8242340644963795,534,808,622,834
Singapore,0.9999767540534436,743,805,844,837
China,0.9999955217895568,893,809,949,829
Hong Kong,0.9999304094004033,996,805,1105,835
India,0.9999862454889655,1151,809,1203,829
International,0.9999800299642011,1249,808,1379,832
