raw,conf,x1,y1,x2,y2
2.9%,0.542081356048584,190,26,250,50
-1.7%,0.477354646408689,318,24,384,50
0.03%,0.9533114722522114,446,150,518,176
-0.2%,0.8095009692080377,580,150,646,176
-0.5%,0.5547102064033379,712,168,778,194
-0.5%,0.9376880417030803,844,208,910,234
14.6%,0.9329593216612063,52,244,124,270
14.6%,0.9780031886808512,974,244,1046,270
Dec 2022,0.9789930923499761,46,740,130,764
Profit for,0.7432774619721506,176,740,262,766
Dividends,0.9999922116445847,305,739,395,763
Credit RWA,0.7864247969271726,430,740,532,764
Market RWA,0.9999478099354228,558,740,670,764
Operational,0.999451699116441,689,738,802,766
Citi Consumer,0.9900856583557835,814,740,942,764
Dec 2023,0.6687226760098122,968,740,1052,764
CETI,0.6086003184318542,65,765,109,785
the year,0.9754044328999679,180,764,258,790
paid to,0.9968067803977843,314,764,384,788
RWA(2),0.6669719833155157,716,762,774,786
Taiwan,0.9999558588223256,844,762,912,786
CETI,0.8078573942184448,987,765,1031,785
(attributable  Shareholders,0.9946517355738224,158,786,418,810
integration ?),0.34044321688560886,818,786,938,812
to,0.9994946124057047,209,813,231,831
Shareholders),0.9996990745149765,153,828,282,856
