raw,conf,x1,y1,x2,y2
om,0.998193642821201,0,22,50,52
improving the way we work,0.9863360489886553,50,14,467,59
partners including the Singapore Polic,0.7730256383250892,1136,10,1570,59
0,0.9786622709528423,0,60,26,88
developing more innovative,0.994211268576831,25,50,446,98
Force to dial up customer education,0.8569380898934209,1139,55,1561,91
"solutions, our aim is to help",0.9384763311357776,9,95,425,133
through various digital literacy and frz,0.9490198425992475,1137,91,1570,131
Istomers achieve their financial,0.6502036291848629,0,132,467,169
prevention community programmes,0.7221118282764282,1138,130,1567,169
"d business goals in an effective,",0.8700144114580652,0,169,473,212
seamless and secure manner:,0.8249284621422266,0,209,436,245
Launching the world's,0.9601797112971345,1250,223,1570,267
first bank-backed,0.6347011508474663,1249,265,1513,301
multi-familv office,0.8107653538484807,1253,303,1525,334
