raw,conf,x1,y1,x2,y2
Liabilities and Equity,0.7993693513893615,360,28,606,60
Assets,0.9999963986413812,822,28,900,54
8%,0.9133844423143263,462,68,502,94
7%,0.8951006296045805,840,76,880,100
6%,0.9686692005391888,462,98,502,122
1%,0.7898119716041447,308,112,348,136
79,0.596415284054753,462,124,502,150
Loan/,0.537363449884572,640,192,704,218
56%,0.7721330587785046,834,194,886,220
deposit ratio,0.9957912551313005,603,219,738,251
Total equity,0.9877907847085803,174,252,290,280
77.8%,0.8733775204066201,636,252,706,278
Others,0.9999374624800744,1061,251,1127,271
Other liabilities,0.9998108932717246,142,282,290,306
72%,0.8437982971460498,454,278,510,304
Loans and advances to customers,0.95049427387754,1059,281,1375,301
Subordinated term debts,0.9749049499963451,52,313,290,338
Banks and corporate securities,0.8892627851272612,1060,309,1350,337
11%,0.15391270196764664,834,322,888,346
Other debt securities,0.7824865685134896,90,344,290,368
Due from banks,0.9962192217681753,1061,341,1211,361
9%f,0.30307161413901407,840,358,880,384
Deposits and balances from,0.6564055301241274,28,374,290,400
Government securities and T-bills,0.8932815816131612,1060,370,1374,394
customers,0.9999823172105461,188,397,288,417
10%,0.9894919886218043,834,394,886,420
Cash and balances with central banks,0.8900445493987318,1058,400,1412,424
Due to banks,0.9313389435429044,162,422,290,446
6%,0.9756018814908409,462,428,502,452
79,0.3544059456158894,840,428,880,452
