raw,conf,x1,y1,x2,y2
Capital Allocation,0.9444140576687531,684,46,888,78
Headroom,0.9999806966662098,108,140,232,166
Commercial Book,0.999942658687713,565,139,770,168
Treasury Markets,0.9967324250567378,1059,141,1266,172
Operational Risk,0.8764548894953776,1310,142,1508,172
Consumer,0.9999773670362585,360,232,480,258
Institutional,0.7012502062659702,594,234,740,260
Central,0.9999958998215425,872,232,962,258
Treasury,0.999977072005535,1107,228,1216,264
Banking,0.9003683718927865,372,262,470,292
Banking,0.9203274741174017,620,266,718,296
Operations,0.9993945640641135,850,259,982,289
Markets,0.9999987384072065,1114,262,1212,286
Credit Risk,0.9737500729067252,364,326,476,352
Credit Risk,0.8102831882827991,612,326,728,354
Credit Risk,0.9840020673866677,860,326,974,352
Credit Risk,0.8320816407067673,1106,326,1220,352
Market Risk,0.9997822531270375,856,400,978,426
Market Risk,0.9999752225897408,1102,398,1228,428
