raw,conf,x1,y1,x2,y2
52,0.6722728120375022,802,20,836,46
Categories combined,0.9454176422601532,958,17,1206,49
50,0.9999738690539219,12,46,46,72
46,0.9999995785315409,524,42,556,68
40,0.9999988198884456,162,74,194,98
40,0.7904894820808465,12,94,44,118
30,0.9999996628252286,12,140,46,164
Wealth,0.44997459822591174,1016,138,1122,164
20,0.999997049721879,14,186,46,210
GTS,0.9700625077259928,1016,198,1066,224
10,0.9999955324369808,14,230,46,254
TM sales,0.7380951654574115,1016,260,1120,288
2017,0.9999989867210388,150,310,206,336
2022,0.9999996423721313,510,310,570,336
2023,0.9999991655349731,788,310,848,336
