raw,conf,x1,y1,x2,y2
60,0.9999737004678224,42,22,74,46
48,0.5918045504620884,186,68,218,92
47,0.999998651301114,366,74,396,98
50,0.9972725879871532,42,88,74,112
16%,0.7772092223167419,358,130,408,156
279,0.48860202446658846,176,142,230,168
40,0.9999988198884456,42,154,74,178
17%,0.6779967953115157,356,182,410,208
Covered bonds,0.8482447597738695,518,208,662,232
30,0.9999979769518709,44,220,76,244
13%,0.9844316889771019,356,228,410,254
33%6,0.35132995508288717,174,236,230,262
Other debt securities,0.9998969075595697,518,238,718,262
Negotiable certificates,0.9999099909102531,517,267,732,297
20,0.9999951952626506,42,286,74,310
of deposits,0.9946014235663264,518,292,626,318
413%,0.38831689953804016,176,310,230,334
40%,0.9975534477821996,356,310,410,336
Commercial papers,0.999982218644957,517,321,704,348
7%,0.9782783151877358,182,342,222,366
10,0.999996628253784,44,352,74,376
Senior medium term,0.9994848952690509,518,352,714,376
notes,0.9999663600517499,519,377,575,397
20%,0.9832142133873524,176,384,230,410
14%,0.9884719954549163,356,396,410,420
2023,0.9999992847442627,174,442,232,468
2022,0.9999992847442627,352,442,410,468
