raw,conf,x1,y1,x2,y2
STRATEGY,0.9996199319478251,420,150,538,176
KEY BOARD,0.9438542221657475,387,451,585,487
PEOPLE &,0.9458519677036753,84,484,198,510
CULTURE,0.9990667314513736,86,508,194,534
ACTIVITIES IN,0.9493723635707576,369,493,601,531
TECHNOLOGY,0.8940124825196969,748,506,906,534
2023,0.9576487865493268,441,535,529,573
FINANCIALS,0.9846076271884596,418,826,558,852
[,0.18425443838624744,290,185,182,351
1,0.5129245877479924,691,206,811,292
1,0.17264452221390147,643,225,791,340
1,0.4569718082752985,677,226,791,306
ESG,0.9996034379162972,243,270,305,260
AND,0.9999652431956411,206,311,269,294
1,0.16360890052188015,181,686,318,789
RISK,0.5965033128051146,687,745,753,729
