raw,conf,x1,y1,x2,y2
Board of Directors,0.9854246852379953,611,51,885,87
Board Sustainability,0.8282370041444094,138,104,438,154
Audit,0.999994668796823,707,111,793,147
Board Risk,0.9999576226670882,1129,111,1289,147
1,0.6183338737108137,0,138,22,210
Committee,0.9999393439956393,203,147,373,183
Committee,0.927675529368496,663,147,835,183
Management Committee,0.9999232300622428,1024,147,1393,188
(oversees progress against our,0.9974370127912813,129,179,443,217
(provides oversight of disclosure matters),0.821545226194907,544,184,952,214
(oversees climate-related,0.9768361597189427,1080,184,1334,212
sustainability strategy and,0.9998759870747984,150,209,421,248
risk management),0.9995845803467899,1114,215,1300,247
climate commitment),0.8166739513035539,178,244,396,274
Supervision and escalation,0.9103759293019098,956,318,1198,344
Disclosure,0.9999823952767648,770,386,868,410
Group Sustainability Council,0.9815968259214121,176,390,598,440
oversight,0.9997660347286567,770,414,860,442
(chaired by the Chief Sustainability Officer),0.647953996453213,170,437,603,473
Council members represented by senior management across:,0.8432406524111894,87,499,689,535
Project Net Zero,0.9999521485978949,989,508,1233,549
(Sponsored by the Group Head of Institutional Banking,0.8698519019823494,831,549,1386,586
Group CRO and Group CSO),0.8176168348217963,967,583,1254,613
Institutional,0.9159813236898747,66,606,198,630
Consumer,0.9983455250153772,248,604,356,630
Treasury,0.9998687511459701,422,602,519,635
Risk,0.9999930262565613,618,606,666,630
Banking,0.7999568537593871,88,634,176,660
Banking,0.9999984680658268,258,634,346,660
Markets,0.9413497772145324,429,635,515,655
Management,0.8306794994726486,571,631,712,661
The Project Steering Committee oversees:,0.8695354552638066,909,645,1317,681
Net zero strategy,0.9539949427782286,796,738,977,771
ESG and credit risk,0.8532692959374545,1014,740,1208,766
Climate data and,0.9615768710524325,1244,742,1422,766
Group,0.9990704540106127,436,752,505,783
assessment,0.9999889923568939,1047,769,1172,794
technology,0.9999330106164619,1273,764,1392,797
7,0.12817617055316166,0,716,26,872
Technology &,0.9998002190967752,61,790,202,823
Human,0.9999492468096995,262,794,342,818
Marketig,0.6805667441194859,414,779,529,839
Group,0.9994052496431088,606,792,675,822
Operations,0.9999620384129291,72,822,192,848
Resource,0.9999746274638676,254,822,350,846
Planning,0.9999839419973128,594,822,688,850
Comms / DBS,0.6495840648549414,406,834,538,858
Foundation,0.9999846194380344,412,862,530,886
Standing invitation extended to senior representatives across:,0.9845532796568152,83,923,684,956
Financed emission,0.9243468915928287,790,920,980,946
climate scenario,0.7666941335951672,1021,918,1198,946
Climate-related,0.9969698774097452,1252,920,1416,946
assessment,0.9999727823432979,825,951,947,971
analysis model,0.8563127578234913,1032,948,1188,974
training,0.9999991570628827,1290,948,1378,976
approach,0.9299368772915321,833,973,936,1003
development,0.9999539563791584,1039,972,1180,1003
Legal & Compliance,0.9599540789406493,57,999,260,1029
Internal Audit,0.9999721747830504,312,1000,460,1024
Strategic Planning,0.9998219973637117,516,996,708,1028
Collaboration and,0.9865290247486787,770,1124,938,1148
Local Sustainability Councils,0.9992071911892422,181,1137,597,1174
coordination,0.8266899139635507,771,1155,887,1174
