raw,conf,x1,y1,x2,y2
LTV band,0.9517845045531397,16,28,124,54
Singapore,0.9999798535285955,250,24,368,54
Hong Kong,0.9999408896382094,586,23,712,54
Rest of Greater China,0.8795964055291353,896,22,1136,48
South and Southeast Asia,0.8271841909728721,1190,22,1478,48
Up to 50%,0.851190503859651,96,98,212,128
59.7%,0.9817248692384286,464,98,536,126
55.8%,0.6982702084397684,776,98,848,124
49.0%,0.6790446665479802,1064,98,1136,124
52.6%,0.6913590744938116,1376,98,1448,124
51% to 80%,0.8778366075019627,80,150,212,176
40.0%,0.977766926757278,388,150,458,176
44.1%,0.5722556278372228,732,150,804,176
50.6%,0.9740814899885962,1072,150,1142,176
43.7%,0.5733968583310466,1342,150,1412,176
81% to 100%,0.9242253319467769,66,204,212,230
0.2%,0.7622440489249601,240,204,298,230
0.1%,0.9844701886177063,568,204,626,230
0.4%,0.9136579947855031,886,204,944,230
2.7%,0.8545253872871399,1188,204,1246,230
Partially,0.903226084738799,112,246,212,276
0.1%,0.9736785292625427,240,258,298,284
0.0%,0.9675066471099854,568,258,626,284
0.0%,0.6255762859226868,886,258,944,284
1.0%,0.8910167217254639,1190,258,1246,284
Collateralised,0.9999932137950974,54,272,212,298
