raw,conf,x1,y1,x2,y2
Wog,0.0007827826442814524,307,79,425,163
,0.0,413,115,529,155
,0.0,555,113,661,151
,0.0,710,120,750,150
DBS,0.9811102040472264,168,272,224,302
Livc Iore,0.08725269393720125,243,283,309,297
Iig,0.0904819618668871,161,297,223,317
Bank Iess,0.18182081775620795,245,295,307,311
^,0.08012990608129744,370,312,398,346
New Chapter,0.9711429731603294,414,300,776,372
th,0.8964955161973153,402,372,438,400
arge,0.6669461874431459,464,374,528,402
For,0.9997160313257255,552,370,596,398
gn Bank,0.8062379390879346,618,370,722,400
Taiwan,0.9541452434031104,752,370,842,398
JAA,0.06154549898887847,547,575,587,589
DLS,0.38348202044038954,597,573,627,589
n,0.4398063599787214,0,653,13,675
er,0.7350968179820008,0,692,22,716
