raw,conf,x1,y1,x2,y2
"Risk Limits, Triggers and Controls",0.781086390340019,580,51,962,84
"Operational, Technology &",0.77041854954192,1174,133,1481,174
Credit Risk,0.8617681843976532,150,156,278,182
Market Risk,0.7733629963855927,518,156,656,182
Liquidity Risk,0.9999903463725225,878,156,1036,188
Reputational Risks,0.9998295435310659,1221,168,1436,200
Sector,0.9999444219518284,80,238,152,266
Business Unit,0.8216043289790581,452,238,598,266
Currency,0.9997121285836825,822,237,922,269
Country (transfer risk),0.7690786800555337,77,265,309,301
Entityl Location,0.8859584456937114,452,270,614,300
Location,0.9999634584057918,824,269,916,295
Environmental; Social and,0.5282882432428927,80,300,346,328
Desk (where applicable),0.9863684116756928,452,300,698,332
Governance risks,0.9602486702991427,79,329,260,359
Manage concentration risk,0.9999830720659681,75,420,353,456
Manage market risk by,0.8103734891554121,435,420,675,457
Manage through maintaining,0.864141752126398,806,417,1107,457
Manage through policies,0.8906059666144175,1198,419,1457,457
by using triggers; limits and,0.7650640514918373,74,454,354,486
limits,0.9985192571853523,554,454,614,480
counterbalancing capacity to,0.8720568402404738,806,450,1103,487
and standards,0.9992400462840562,1252,454,1404,482
monitoring,0.9999860519471606,156,486,274,516
meet,0.999998152256012,814,488,872,512
liquidity risk exposure,0.7521898762664363,870,480,1099,519
using,0.9999810742135369,671,419,729,455
